MANCODIGO,V_REF
"002403025",2200000
"001408027",2500000
"009105045",3150000
"005668049",1800000
"001338001",480000
"005616017",2650000
"002440092",1300000
"001412044",1600000
"004306008",3300000
"008414026",4850000
"001431072",450000
"007205006",2800000
"008106014",784302
"001410039",1600000
"004595054",1815000
"004507055",2300000
"002595043",500000
"005206012",2800000
"208203083",145600
"205322006",329385
"004506068",2200000
"001353007",1260000
"004539081",1800000
"004533019",1800000
"004622022",1815000
"008418004",544221
"009230090",1870000
"008416039",6150000
"002590011",400000
"004604082",1815000
"005617033",3400000
"006415011",2500000
"004580047",1815000
"007305017",3400000
"201304052",9100
"008418003",4850000
"008418016",4850000
"008417071",4850000
"004105011",2600000
"004622021",2157500
"005601004",3300000
"005610044",2900000
"004559067",2100000
"007407005",3150000
"004559073",2500000
"005307065",2850000
"002528040",1050000
"006502076",3250000
"002568037",1173000
"001413018",1500000
"005658003",2700000
"004103017",3400000
"008314005",6300000
"005626031",2800000
"004107040",2620000
"004633007",1700000
"004633008",1700000
"004633010",1700000
"002626039",570000
"002614014",336448
"003215048",586732
"001119014",350000
"006413035",2150000
"002540070",570000
"006413034",2100000
"004310033",874641
"001119009",350000
"001119010",350000
"001119013",350000
"001119015",350000
"001119016",350000
"001119019",350000
"001119020",350000
"003205006",1300000
"004554085",2100000
"001204078",2550000
"006414054",2100000
"005652099",690000
"002431082",700000
"009230007",1870000
"002547087",650000
"002590047",600000
"008407040",4750000
"004552056",2100000
"009255070",1630000
"001355007",1260000
"009112018",2200000
"004568051",142400
"002552015",650000
"009202040",1870000
"002540008",570000
"002540007",570000
"002307010",1900000
"005612031",2950000
"004633051",1700000
"004568010",2500000
"002412080",1300000
"201408041",800000
"001319068",780000
"004303023",2800000
"001422011",1500000
"004620045",2100000
"004623032",1300000
"002502024",2700000
"002502006",1000000
"002502029",1000000
"001422013",1500000
"002613072",800000
"002613039",800000
"008506072",2800000
"004586019",2100000
"002553018",650000
"004621052",649000
"004507031",2300000
"002613084",800000
"004637014",1970000
"002578032",460000
"004507083",690000
"002560028",650000
"005670047",2640000
"008213035",4000000
"002599042",468591
"002565003",650000
"009243014",1850000
"004633063",1700000
"004633065",1700000
"004635019",1970000
"002552084",650000
"202309054",49400
"009108074",3060000
"002565015",650000
"004633057",1700000
"008513003",3300000
"009121014",157200
"006405010",2400000
"006408081",2600000
"006514084",2980000
"004540046",2000000
"001330049",974987
"003110021",4360000
"004596003",2972500
"004559069",2100000
"005654014",2244000
"005304055",4380000
"005647074",3250000
"001405050",2500000
"002576049",700000
"001113002",1000000
"002546079",460000
"002594004",700000
"001424034",870000
"002442048",580000
"005655008",3050000
"009255085",2040000
"005628022",2810000
"002595033",150000
"003105003",2180000
"005657087",1960000
"002409058",2300000
"009231083",1000000
"001354052",1260000
"002546061",460000
"001327030",760000
"009105018",3700000
"009105028",2950000
"009105032",3260000
"008540049",160500
"001352040",1260000
"001110002",1900000
"002540093",570000
"008543029",145600
"005204047",3300000
"005625063",780000
"008305022",6200000
"004504037",2800000
"005627031",2810000
"004622025",2157500
"004622023",2500000
"005668061",1700000
"001204003",2500000
"005614025",3000000
"002408010",2050000
"002595078",500000
"004623001",1800000
"002435042",2600000
"003106018",960000
"003106025",2300000
"003106032",2300000
"003110013",2616000
"003110017",4360000
"005505031",2900000
"003110012",4360000
"004587035",1020000
"004631030",1950000
"008501038",4200000
"002442051",580000
"004307012",2600000
"002580056",460000
"006401053",2200000
"002442052",700000
"002431075",580000
"004544025",2450000
"002445016",580000
"004544046",1950000
"005609031",2900000
"006301056",3000000
"001412095",1564272
"003209015",600000
"005608030",2900000
"005601065",1620000
"009213044",2650000
"001401026",2350000
"004310020",3450000
"004208042",2500000
"001409082",870000
"009129089",1350000
"008506052",2800000
"009121068",1935427
"002535047",640000
"007104038",2950000
"004620011",1900000
"002524009",1400000
"002302016",2700000
"004549017",2200000
"002404048",2200000
"004601068",2400000
"008407009",1320000
"002538009",700000
"006217026",7000000
"002533030",730000
"006103023",660000
"002568015",1300000
"004581046",2350000
"009251063",1700000
"009251074",1700000
"009251075",1700000
"001350090",430000
"004560002",3090000
"205319006",1350000
"006419028",2200000
"004630024",1649230
"008510019",3800000
"009255052",1630000
"005406060",990000
"005403031",3000000
"005680045",2300000
"004510028",3350000
"004407015",2650000
"009225026",2600000
"001432095",640000
"004506008",2200000
"008106019",800000
"009105008",2820000
"008506065",840000
"004409044",4140000
"008516001",3800000
"008501057",3750000
"005607016",2700000
"001404026",2450000
"002529093",420000
"005603055",2900000
"004104040",3300000
"004110040",28500000
"004110045",8000000
"008533052",1000000
"009255045",1630000
"005611047",2950000
"002101006",2560000
"002523024",1000000
"001405022",2775000
"004597078",1600000
"009103020",3000000
"001363070",457625
"005307007",2850000
"009122026",2600000
"009209045",2770000
"002539027",650000
"002308035",1900000
"009108065",3060000
"004566004",2100000
"006415035",2500000
"001309023",1000000
"006510021",3900000
"002607051",530000
"001418034",1600000
"006403046",2100000
"008415001",3470000
"005609043",2900000
"009243008",1850000
"002615020",700000
"009114029",3080000
"006311032",2800000
"004631048",1700000
"004587036",1020000
"002517026",1450000
"006311033",2800000
"009209003",2770000
"004529026",1920000
"004111016",2630000
"001429003",480000
"008104033",1900000
"003203034",880000
"009217019",2650000
"006311030",2800000
"002568014",1300000
"009237010",35000
"002103052",4400000
"004405011",3200000
"004405066",3200000
"009112020",2200000
"004637019",1850000
"002404019",5000000
"004628020",1815000
"005505050",870000
"004618032",2100000
"004622026",2500000
"002613024",800000
"001421007",1600000
"002513024",1500000
"005666077",2640000
"004618033",2100000
"004612036",2100000
"004619010",1800000
"002613027",800000
"002529071",1600000
"002529007",1600000
"004633013",1700000
"004619008",1800000
"002565020",650000
"004544019",585000
"004627009",2300000
"004505028",2700000
"005679044",2550000
"002546064",460000
"002524057",1050000
"006204011",2500000
"004102009",3100000
"005667013",2640000
"005614027",3000000
"008505008",3250000
"004528011",1800000
"002565023",650000
"006104021",2200000
"006104029",2200000
"008530035",2900000
"006319001",2640000
"004504016",2800000
"009254064",1630000
"004522022",2250000
"005621075",2700000
"003203040",880000
"003203042",441000
"003110020",2616000
"005655012",3050000
"009202001",1870000
"003212033",1100000
"005104014",3500000
"006505018",2600000
"001347069",380000
"002408052",2050000
"005620026",2600000
"001420058",1500000
"004632009",1700000
"009258016",1800000
"004208015",2500000
"003203007",1470000
"004507021",2300000
"004616008",1700000
"008418017",4850000
"002554022",950000
"004621046",1900000
"002415034",2700000
"004534063",2000000
"008516030",3500000
"008104009",1900000
"008107001",6000000
"004111013",2630000
"006402025",2100000
"001413059",1500000
"001319034",1330000
"001418024",1600000
"008544013",2300000
"004307005",3100000
"004604011",1815000
"009248002",1700000
"005402001",3280000
"004641065",1300000
"005648041",2810000
"002508041",1600000
"002415062",2700000
"004573002",1650000
"001314024",1000000
"001428042",1300000
"001428045",1300000
"001428048",1300000
"002552023",650000
"002566018",640000
"004540058",2000000
"001426053",1390000
"009123038",3020000
"002449031",12700
"002570041",650000
"008412034",4850000
"006211007",2200000
"001344018",320000
"002564009",650000
"008416007",4850000
"008206007",3800000
"002441089",520000
"004633076",1700000
"004633078",1935000
"004633081",2170000
"009113026",1350000
"005625045",2600000
"009253032",1630000
"005203034",2800000
"001417068",2400000
"008533019",1500000
"001345010",320000
"001429015",480000
"004633069",1700000
"004633070",1700000
"001211026",4000000
"004633079",1700000
"001306007",1000000
"009203072",2650000
"001409079",1200000
"006402010",2100000
"004210061",2800000
"004412003",840000
"006403014",2100000
"005612069",2900000
"208104021",155600
"002412075",1800000
"004633085",1700000
"002548016",1200000
"008404040",4750000
"002564048",650000
"001103046",2000000
"008304014",6200000
"008533012",1000000
"004601076",1440000
"006312012",2800000
"001403008",1400000
"002435070",780000
"004554042",2100000
"002594059",700000
"002403035",660000
"005670038",2640000
"005102009",900000
"002403003",2200000
"004576014",2500000
"002570059",650000
"002308044",1900000
"002401012",1300000
"002308034",1900000
"004104054",2600000
"004104039",2600000
"005608017",3000000
"005616071",795000
"005613025",1750000
"205401027",140400
"006514083",2980000
"004104050",2600000
"004520040",1570000
"008202012",6750000
"004506034",2200000
"008203019",5700000
"001106006",1000000
"205401028",140400
"004404025",2600000
"008105019",3500000
"201404015",109000
"001205005",1900000
"004310019",3100000
"005661051",1850000
"004206078",2800000
"005626010",2800000
"008205016",2374100
"004587018",1700000
"004587011",1700000
"005657068",1960000
"004555036",3200000
"006514026",2980000
"004587016",1700000
"004587017",1700000
"009112082",2650000
"009105074",2950000
"008505091",1740000
"005661076",1850000
"004524025",3280000
"004511047",4500000
"008506033",2800000
"003102004",4600000
"002541016",1550000
"007310011",2640000
"004576037",2700000
"005670037",2640000
"004555010",2100000
"002519086",840000
"004555056",2100000
"004555005",2100000
"004555051",2100000
"002415024",2700000
"002414057",12700
"002504062",219000
"001434032",1350000
"002542006",1050000
"002519034",1300000
"008301046",12500000
"004601071",2400000
"001338004",580000
"004622052",1000000
"002583019",650000
"009122021",2600000
"009204064",2420000
"008522009",2450000
"002613035",800000
"001422018",1500000
"002564041",650000
"002615070",700000
"002107079",795000
"009129098",765000
"001415061",1600000
"001106049",1000000
"002107080",2650000
"002107066",2650000
"001108029",900000
"008214008",5200000
"006413025",2100000
"009112034",2200000
"005503034",2900000
"004621058",2100000
"005304039",4000000
"005607069",2800000
"005617045",3000000
"005657069",1960000
"002554086",950000
"008417083",2160000
"002519084",1300000
"004203020",2900000
"002579014",1800000
"002403024",2200000
"009213039",2750000
"008304031",6200000
"002448008",570000
"004637036",1970000
"008313012",7250000
"002305016",1900000
"008417001",7200000
"008417006",7200000
"004104025",3300000
"005307058",2720000
"005629017",2800000
"008417002",7200000
"004550056",1600000
"001409097",1200000
"004519079",1815000
"005684038",3700000
"004552062",1900000
"005638009",2700000
"002552077",650000
"002538066",700000
"005607062",2800000
"004628025",2500000
"003104015",1290000
"006401057",2200000
"005607006",2800000
"002447006",570000
"006504038",2800000
"008310012",12800000
"008506005",2800000
"002504041",730000
"008540041",145600
"009250081",1700000
"002547001",650000
"001308057",900000
"009250022",1700000
"009228078",2800000
"008406024",1450000
"004609027",1500000
"004637029",1970000
"004552023",2100000
"004109045",2650000
"007104033",2950000
"005617076",3400000
"009250012",1700000
"009250036",1700000
"004307023",3100000
"009217035",2650000
"002548009",1200000
"001211008",4000000
"004512052",2550000
"005627024",2810000
"008537004",3000000
"002456052",650000
"006524017",486000
"007204021",3150000
"002534014",730000
"001102072",1250000
"002541001",1550000
"006419008",2100000
"004536090",2000000
"004557084",630000
"004633003",1700000
"002565002",650000
"002552035",650000
"001303035",1750000
"006402062",2100000
"005608019",2900000
"004561012",1430000
"006401008",2200000
"009117013",2900000
"001311022",1000000
"001311023",1000000
"008524023",1100000
"006416004",2200000
"008506020",2800000
"004601041",2400000
"001411001",2300000
"007106007",3050000
"009253017",1630000
"004573072",1650000
"002310026",1900000
"008528010",2300000
"002539077",1340000
"002527061",960000
"008401018",4750000
"008507015",2800000
"005652072",2300000
"008506051",2800000
"008506032",3250000
"002439086",1300000
"009211022",2350000
"009257053",2280000
"002439083",1300000
"006205024",2500000
"002565018",650000
"008305028",6200000
"201304067",9100
"002532019",1400000
"009231054",1000000
"006506038",3200000
"001428070",1350000
"002618064",800000
"008538001",4300000
"008404010",2850000
"004627018",2300000
"004581041",2350000
"008526052",2300000
"004587038",1020000
"002620009",530000
"002446049",582164
"005680008",2300000
"002439087",1300000
"002535048",640000
"004506074",2800000
"004556092",1900000
"004533058",1800000
"001418011",1600000
"005627021",2810000
"006413044",2100000
"006502075",3000000
"002525049",860000
"003106013",2616000
"005668016",1700000
"002554088",950000
"001404047",2450000
"009256022",1630000
"005629018",2800000
"009253037",1630000
"002630036",530000
"003206005",600000
"004111038",2800000
"001355017",1260000
"004554046",3250000
"005660046",2735000
"004513051",1100000
"002418037",2600000
"004532032",1091288
"002560027",650000
"007209013",3250000
"004576013",2500000
"009220055",2530000
"002444053",1300000
"004507072",831000
"008507006",2800000
"002544059",645000
"005308035",4200000
"008504001",155600
"008507049",2800000
"002444090",1300000
"002521006",570000
"001113012",1000000
"002540028",570000
"004512022",2550000
"007312007",3550000
"201503013",158700
"002541013",1550000
"004109018",2650000
"006410013",2000000
"005648065",3050000
"004507039",2300000
"009228028",3000000
"004532038",2275000
"002440050",390000
"002440072",390000
"009128024",3100000
"002561009",460000
"006532060",1760000
"002435004",2700000
"005614004",3000000
"009253007",1630000
"004632001",1950000
"001363087",1010000
"008408006",5300000
"003207031",600000
"004515091",129600
"004637010",1850000
"004586009",1675000
"002579027",1800000
"009234056",2650000
"002433015",2500000
"009229004",2600000
"004631074",1078000
"002205019",2200000
"002599027",600000
"002504030",730000
"002513029",1500000
"002546039",460000
"002203017",2350000
"005304014",4000000
"005304015",4000000
"008304021",6200000
"009201097",1500000
"002541028",1550000
"005623030",2800000
"001338074",480000
"002449059",520000
"004513093",1600000
"002502097",2700000
"004630029",671530
"002530082",650000
"002589001",700000
"002612008",800000
"004557050",1740000
"009256016",1630000
"002579031",1262674
"002461033",390000
"004557051",1740000
"004561028",1430000
"004561030",1430000
"004210029",2800000
"001352041",1260000
"001352051",1260000
"001324013",1010000
"004513026",1100000
"004534075",2000000
"008213021",4000000
"008220040",920000
"004505038",2450000
"009105038",2950000
"009106074",2850000
"009237044",1870000
"002449036",12700
"009208073",2530000
"003215032",600000
"001337033",100800
"004584036",2500000
"004569054",1700000
"004587026",1700000
"005111023",3360000
"004105023",2560000
"005680007",2300000
"002404035",5000000
"006320057",900000
"004202006",2800000
"004202040",3100000
"005510021",2900000
"002631020",750000
"005615006",2900000
"005308050",4200000
"004618041",2100000
"004623019",1300000
"004623020",1300000
"005636093",1960000
"005617028",3000000
"006515064",2980000
"005666092",2640000
"008103006",3250000
"005614074",2900000
"001204036",2500000
"001401008",2350000
"008530020",2900000
"004507052",2300000
"002461029",1300000
"002548062",1200000
"009252023",1700000
"004520081",1076750
"006508042",2800000
"006515048",2980000
"006515058",3200000
"002530011",650000
"001434039",1400000
"002205007",1900000
"002521023",570000
"002521018",570000
"001304038",1400000
"006529001",2250000
"006415017",2500000
"006527024",850500
"004406017",3200000
"002559075",460000
"004637022",1850000
"001413085",1500000
"005201025",3600000
"008513032",3500000
"002417032",750000
"008301029",12500000
"004530041",2425000
"004530042",2425000
"004530045",2350000
"004530046",2350000
"205109030",1390000
"002445037",700000
"002530032",650000
"004109055",2650000
"003202035",900000
"001427045",1375000
"004402016",2800000
"009211076",2350000
"004619024",1800000
"009266065",1870000
"009245010",2650000
"009133028",2350000
"002406009",2050000
"002508045",1450000
"006402097",2300000
"002576053",700000
"002547006",650000
"002507025",780000
"009252095",1900000
"004619020",1800000
"002402032",2050000
"004642046",1430000
"002561011",460000
"002546080",460000
"002561003",460000
"002585015",243316
"001420003",1100000
"005401032",2900000
"002561010",460000
"005668044",1700000
"007204012",3400000
"004597066",1600000
"208125073",134000
"006515052",3200000
"005648068",3050000
"008515028",3600000
"002584009",650000
"002561002",460000
"005110049",3300000
"002540037",570000
"008535081",880000
"005619033",780000
"004302010",2600000
"005648018",2810000
"007308010",3150000
"004510044",2700000
"004611040",1500000
"009254025",2300000
"005667059",2640000
"005615019",2900000
"009115034",2950000
"002552098",195000
"006308013",2300000
"004556091",1900000
"007209007",3250000
"004526034",2132500
"007203034",3400000
"002536018",1050000
"005648080",3050000
"208203088",160500
"005621080",2700000
"001425003",1400000
"002547055",650000
"008526017",3000000
"002430023",1400000
"002547089",650000
"002547084",650000
"002438045",390000
"002438061",1550000
"002431095",580000
"002431072",566477
"008543043",145600
"002547080",650000
"006515070",2980000
"004596028",2600000
"008508034",3300000
"002446006",630000
"009255071",1630000
"005106018",3900000
"001403023",1400000
"004403057",2600000
"005203021",2800000
"004545058",2775000
"205320015",185000
"004201058",2500000
"008508033",3300000
"008508036",3300000
"208125011",148300
"002526019",1400000
"006515071",2980000
"006515081",3498039
"008508035",990000
"001325009",430000
"004620061",1800000
"004109017",2650000
"001328051",630000
"009213046",2650000
"002557089",1800000
"004402002",2800000
"005621091",747435
"005609022",2900000
"005608029",3000000
"004304092",780000
"002444072",1300000
"002444097",275984
"005103013",3200000
"008104042",1900000
"006501003",3500000
"002561065",460000
"004638007",1650000
"006405048",4000000
"001119004",350000
"004307021",2600000
"005206010",2800000
"004403067",2600000
"001328027",1140000
"004630032",1643807
"005304025",4000000
"007402020",3600000
"005405051",870000
"005405049",870000
"005405050",2900000
"001425084",1400000
"002423047",12700
"006410060",2000000
"004513052",1100000
"004595002",1815000
"002431093",580000
"002501023",1300000
"004630035",1648200
"002107062",2650000
"001102040",1250000
"004613069",2100000
"004595058",1815000
"002578043",331597
"009232061",2650000
"008530031",2900000
"003208061",650000
"004206005",2800000
"002561032",460000
"002431044",700000
"002201016",2250000
"002107012",2650000
"005638028",2800000
"006209010",3600000
"009127006",3030000
"002540051",1250000
"002542010",1050000
"001204034",2500000
"008522004",2450000
"004641047",1430000
"002438041",1300000
"004551035",3150000
"006514003",420000
"009259030",1630000
"005626060",2800000
"005644019",2800000
"004601010",2200000
"006215009",2900000
"002503081",1400000
"004561026",1430000
"004579086",1815000
"009230071",1870000
"002565058",650000
"009135054",2840000
"005631001",3000000
"002581087",460000
"002445065",580000
"002503062",1650000
"001428059",1350000
"009250041",1700000
"002579017",1800000
"007205034",2800000
"006303046",7000000
"004597056",1600000
"004597063",1600000
"004635001",2500000
"008307014",8300000
"002539029",650000
"005403070",3220000
"004540037",2000000
"004520038",1570000
"004573073",1650000
"006517065",2150000
"005502042",3300000
"002524034",1050000
"002560050",650000
"005636091",1960000
"005630063",2850000
"005614057",3000000
"005636037",1960000
"005630065",2850000
"001336095",320000
"005636033",1960000
"005630060",2850000
"005627003",3450000
"002437044",1400000
"008503005",2900000
"001428010",1400000
"005627077",2810000
"005675083",2700000
"003101014",2000000
"002534073",730000
"004517097",2100000
"005630061",2850000
"005630066",2850000
"004512027",2550000
"005612022",870000
"009254080",1630000
"002573079",1300000
"002535034",490000
"004514067",3200000
"001102008",1250000
"005629039",2900000
"001315023",780000
"002574009",650000
"002524055",1400000
"005608076",870000
"004593008",1815000
"002582003",47375
"005630068",2850000
"005630071",2850000
"005630072",2850000
"001418055",1600000
"005611016",2950000
"006506036",3200000
"008505009",2800000
"002616001",800000
"001408044",2500000
"201110010",112600
"009104016",3540000
"002439004",390000
"002439005",390000
"002439008",390000
"002439009",390000
"005667046",2640000
"009220002",2530000
"009111034",3000000
"002440011",1300000
"006519086",1760000
"006519089",2070000
"009213063",2197000
"004625030",1300000
"002526011",1400000
"005406006",3400000
"004634030",510000
"008105011",4050000
"006301072",2800000
"009120043",2300000
"004212034",2800000
"002508027",1300000
"007304004",3400000
"005643060",3000000
"004204052",2800000
"005668065",1700000
"008506075",2800000
"004607007",2550000
"002442003",580000
"004104045",3300000
"005611051",2950000
"002618049",800000
"002412028",2500000
"002544001",2150000
"002544002",2150000
"002544003",2150000
"004106031",2600000
"005607027",3900000
"001304052",1400000
"009136012",352843
"003212034",1100000
"004536004",2000000
"002444098",1300000
"002450012",1650000
"006507021",840000
"004539036",1800000
"002431018",580000
"002519060",1300000
"004587054",1700000
"006514017",2980000
"002445012",580000
"004514061",3350000
"003209005",600000
"009252015",1700000
"008533072",1000000
"005652025",2300000
"005652051",2300000
"009229047",2600000
"202204004",102300
"002528038",1050000
"004549001",2200000
"009106068",3540000
"001304012",1400000
"005403061",3220000
"008533066",1650000
"008533070",1000000
"002411079",1400000
"001107019",1000000
"004595012",2157500
"005630040",2850000
"005617007",900000
"004103018",3300000
"001401032",2220000
"006217005",4675000
"004401041",3100000
"006529018",143300
"002435015",2700000
"005631015",2850000
"008305031",6200000
"002568016",1300000
"008417088",2160000
"005631002",3000000
"005683075",3000000
"005683084",3400000
"007209008",3125000
"009107045",3700000
"005507048",3150000
"002627021",800000
"001324044",780000
"004305006",3300000
"009112007",2200000
"005406070",990000
"001421089",1600000
"006217045",4380000
"002612086",800000
"004104053",4500000
"005406079",3300000
"009114041",3000000
"005502074",3200000
"004559066",2100000
"004550090",2250000
"005626037",2800000
"008307013",8300000
"005507047",3150000
"002511006",700000
"002570061",650000
"001319086",364613
"005615039",3000000
"001318015",410000
"005670056",31900
"005670057",113884
"005670058",2640000
"001431053",1350000
"003106002",4360000
"009121002",1760000
"006414012",789000
"006316016",2800000
"001348021",380000
"005670054",31900
"005670055",31900
"009254046",1630000
"009217046",2650000
"002439072",1300000
"009229011",2600000
"004641055",1430000
"002439073",1300000
"007403030",3450000
"005613008",2650000
"002411096",1400000
"005652049",2300000
"004643009",1650000
"009229045",2600000
"008507025",2800000
"008507058",2800000
"002440012",1300000
"009107020",3700000
"005307031",3030000
"004562010",1750000
"008302011",1860000
"001306022",1000000
"009266057",1870000
"008407019",2724379
"001408032",2500000
"002570081",650000
"004409021",3800000
"009217004",2650000
"002438053",769982
"002420073",2700000
"009249090",260000
"006510013",3700000
"005616055",2650000
"004529048",1800000
"002307055",1900000
"001431042",1350000
"004545032",2000000
"008213013",4000000
"005665063",2640000
"004107057",2800000
"009133006",2350000
"004576023",2100000
"008537070",2700000
"005111025",3360000
"002435063",2100000
"005204002",2800000
"002565008",650000
"006506082",3200000
"007203004",3550000
"004308030",2600000
"004545033",2000000
"004565010",2000000
"004545030",2000000
"005652022",2300000
"001204017",2500000
"004105050",2560000
"002105008",2510000
"006509013",1746239
"009108067",3230000
"002103004",3450000
"009220009",2530000
"009242032",1850000
"004623028",1300000
"009254016",1630000
"009220007",2530000
"004595073",1815000
"002615032",210000
"001311008",1000000
"002509042",1300000
"002616029",800000
"008418006",4850000
"004576010",2100000
"007302028",3450000
"006402090",2100000
"002531096",2150000
"004643088",980000
"009102018",3000000
"002409041",2150000
"004506078",2200000
"009118061",526438
"009122014",3300000
"003203017",1050000
"002435001",2700000
"008540035",160500
"005668019",1700000
"005623049",2800000
"001352035",1260000
"005670069",31900
"005670070",31900
"005670051",31900
"005670052",31900
"005670053",31900
"007102021",2800000
"005201008",3450000
"006506056",3200000
"005639066",2650000
"002538055",700000
"001425078",1400000
"008412013",4850000
"004582001",2500000
"007204019",3400000
"007310005",4400000
"002434035",1400000
"004209024",2900000
"005403059",3220000
"001348036",380000
"005658004",2700000
"002595030",500000
"001353053",1260000
"004506036",2200000
"004532062",2000000
"004638002",1650000
"002406043",2050000
"004503027",2550000
"006510025",3900000
"001312019",800000
"001427079",1300000
"004545059",2000000
"002561036",460000
"008537087",3000000
"009219012",2350000
"008525017",1884221
"002595062",500000
"001431054",450000
"001401053",2350000
"009212006",2550000
"009108047",3230000
"001407013",813000
"001407019",813000
"005307045",3030000
"004308041",2600000
"001114008",480000
"001114010",2100000
"005679075",2300000
"009218036",2350000
"004553074",1700000
"002561035",460000
"002561042",460000
"008306002",5900000
"002411067",1400000
"004517055",2100000
"002411068",1400000
"005668058",1700000
"004306021",3300000
"008213019",4000000
"002450005",1650000
"004573065",150200
"004517007",2100000
"004517059",2100000
"008517016",3150000
"004522041",1675000
"008408010",5300000
"008406021",1322543
"004587055",1700000
"004517080",2100000
"001411022",1600000
"001411026",1600000
"005629042",2800000
"009267091",3150000
"004633024",1700000
"004508019",2250000
"005623038",2800000
"004504033",2800000
"002608005",530000
"005509006",2900000
"003202011",900000
"008532008",1600000
"008540050",461163
"007405021",3400000
"002597045",640000
"004405061",3200000
"009236084",1800000
"005615013",2900000
"009117003",2900000
"002608002",428674
"006302041",2210000
"002594063",700000
"009209033",2770000
"004520003",1570000
"004520054",510000
"002443007",2600000
"005102017",2900000
"004613002",600000
"004551029",2800000
"008533037",1650000
"005506005",2640000
"005506006",6000000
"004613006",2100000
"001322024",410000
"004613003",2100000
"004618001",2350000
"002510026",640000
"008506013",2800000
"005502063",3300000
"004611025",1500000
"008504004",1700000
"004109054",2650000
"002439045",1350000
"002439056",390000
"002439071",1300000
"002439075",1300000
"002439076",1300000
"005612010",2900000
"008533008",1000000
"005310001",1351730
"002426058",520000
"006204008",2500000
"006204009",2500000
"006204010",2500000
"008507003",2800000
"002569048",1300000
"008515047",3500000
"002549085",650000
"002305037",1900000
"006402030",2100000
"009209065",2770000
"004627039",1500000
"002436048",1400000
"004627056",2100000
"004627037",1500000
"004627040",1500000
"002559088",460000
"008104032",1900000
"002439089",1300000
"004201012",2500000
"005636041",2800000
"004627046",1500000
"004627038",1500000
"009122019",2600000
"004627041",1500000
"002509019",1350000
"002418047",2250000
"004623033",1300000
"002560048",650000
"008415057",4850000
"004535009",1740000
"007309017",3150000
"002541024",1550000
"002552013",650000
"004623031",1300000
"004623063",1300000
"004623076",1300000
"001423079",1100000
"004623030",1300000
"004633006",1700000
"002546062",460000
"006517011",1750000
"009252012",1700000
"004595072",1815000
"004623069",1800000
"009257057",2280000
"002620007",530000
"002620002",530000
"009250025",1700000
"004210009",2800000
"001416032",1600000
"009244014",1850000
"005680031",2300000
"005622003",2800000
"004556046",2700000
"008542006",141200
"002426056",520000
"008109010",3750000
"004530029",2350000
"004568019",2500000
"002620004",530000
"002437029",1400000
"004559059",2100000
"002620029",530000
"001118037",350000
"002630016",530000
"005657066",2170000
"004573061",1650000
"004625089",1300000
"001355082",1260000
"008535011",880000
"007201007",3000000
"002620019",530000
"004110019",3100000
"002412092",1400000
"004109013",2650000
"008525003",3200000
"009211006",946260
"008213034",5200000
"004573059",1641969
"002630008",530000
"002630014",530000
"002630015",530000
"005636020",1960000
"004642020",1430000
"005603050",2900000
"007401011",3350000
"001303009",1400000
"005623056",2800000
"001202007",2500000
"005636094",1960000
"006402051",2100000
"002517060",1000000
"002589052",700000
"002633007",240000
"001417082",2400000
"001355049",1260000
"005679081",2300000
"005679083",2300000
"005606030",2900000
"007406018",3850000
"005612085",870000
"004587094",1700000
"005652064",2300000
"001420031",1100000
"004501036",2100000
"005623047",2800000
"001350089",430000
"006514058",2980000
"001431062",1350000
"004534085",600000
"009209072",3000000
"009105046",3150000
"004504069",2700000
"004627010",2300000
"001321040",1520000
"004557048",2100000
"009124046",3060000
"007310025",4400000
"006402088",2100000
"002558016",650000
"001355042",1260000
"001355043",1380000
"005308024",3120000
"006307023",2300000
"008305029",6200000
"002580042",460000
"005629005",2850000
"002414087",800000
"004517061",2100000
"004616035",1700000
"008528051",2300000
"004316019",158700
"005619007",2600000
"005308011",3120000
"005308029",3120000
"005621023",2700000
"005636031",1960000
"008301060",2340000
"004108013",2620000
"004584009",2500000
"004627006",1500000
"004555044",2800000
"004511032",2550000
"002597021",398263
"004525018",2450000
"004545011",2000000
"002540059",570000
"001318067",100000
"004545074",2000000
"001410045",1600000
"004627030",1500000
"009257021",2280000
"002584052",650000
"004535030",1740000
"004534037",2000000
"002570030",650000
"001428013",1100000
"004627011",2300000
"004583058",1675000
"002597050",230000
"004643074",1650000
"009231049",764000
"002548036",1200000
"009266098",1870000
"002439080",1300000
"002439079",1300000
"002102059",2560000
"002439077",1300000
"002439078",1300000
"002439081",1300000
"002439082",1300000
"004556044",2100000
"003108006",3600000
"006516021",1370000
"004637092",1970000
"004109012",2650000
"007310018",4400000
"009258005",1800000
"006517019",1750000
"004554048",2100000
"004554050",2100000
"001402061",2350000
"008530025",2900000
"002417015",2500000
"008537011",2700000
"005625033",2600000
"006419021",2300000
"004613027",2100000
"009224038",561000
"004517014",2700000
"009106039",2850000
"005615043",3000000
"004633012",510000
"004633080",2170000
"002401038",2700000
"008213031",4000000
"006504045",2800000
"004611024",1500000
"004601004",2200000
"006506006",3200000
"009106082",2850000
"002530077",650000
"002509018",1350000
"005675088",2700000
"002440070",1173000
"002440071",390000
"009256091",1630000
"009105039",2950000
"002530071",650000
"009111031",4300000
"009113020",1350000
"002441067",520000
"004625033",1300000
"002517093",1000000
"006514099",2980000
"008214013",4000000
"008214014",5200000
"208125004",155600
